Site;Annee;nom_protocole;groupe_taxonomique;espece;effectifs
GOOPL;2017;Transect arthropode Session 2;Diptera;Eupeodes corollae;1
ALBAR;2019;Transect arthropodes P1;Diptères;Eupeodes corollae;1
OLSER;2019;Transect arthropodes P1;Diptères;Eupeodes corollae;1
RUWAT;2018;Transect arthropode Session 1;Diptera;Eupeodes;1
ECOBIO_PRAIRIE;2018;Transect arthropode Session 2;Hymenoptera;Eupelmus;1
ECOBIO_PRAIRIE;2017;Transect arthropode Session 1;Homoptera;Eupelix cuspidata;1
CIMOD;2018;Transect arthropode Session 1;Homoptera;Eupelix cuspidata;1
SEINE;2019;Transect arthropodes P2;Homoptères;Eupelix cuspidata;1
BOUTOU;2018;Transect arthropode Session 2;Arachnida;Euophrys frontalis;1
GRENEL;2019;Transect arthropodes P1;Araneae;Euophrys frontalis;1
KELLER;2019;Transect arthropodes P1;Araneae;Euophrys ;1
FAUTEM;2019;Transect arthropodes P2;Araneae;Euophrys ;1
GTMBA WILD;2019;Transect arthropodes P2;Araneae;Euophrys ;1
ANTHEU;2019;Transect arthropodes P1;Araneae;Euophrys;1
GOOPL;2019;Transect arthropodes P1;Araneae;Euophrys;1
PERIS;2019;Transect arthropodes P2;Araneae;Euophrys;1
PROMA;2019;Transect arthropodes P2;Araneae;Euophrys;1
SEINE;2018;Transect arthropode Session 1;Orthoptera;Eumodicogryllus bordigalensis;1
GTMBA;2017;Transect arthropode Session 2;Orthoptera;Euchorthippus declivus;1
FAUTEM;2018;Plaques;Dermaptera;Euborellia annulipes;1
CIMOD;2017;Transect arthropode Session 2;Diptera;Eristalis tenax;1
CARON;2019;Transect arthropodes P1;Araneae;Erigone atra;1
AMROU;2018;Transect arthropode Session 1;Arachnida;Eratigena atrica;1
FAUTEM;2017;Transect arthropode Session 1;Hymenoptera;Epyris;1
OLSER;2017;Transect arthropode Session 1;Diptera;Episyrphus balteatus;1
FRANK;2017;Transect arthropode Session 2;Diptera;Episyrphus balteatus;1
MOZIN_SANS_GESTION;2017;Transect arthropode Session 2;Diptera;Episyrphus balteatus;1
OLSER;2017;Transect arthropode Session 1;Diptera;Epistrophe nitidicollis;1
ECOBIO_PRAIRIE;2019;Transect arthropodes P1;Ephemeroptera;Ephemera;1
PULMA;2017;Transect arthropode Session 1;Arachnida;Enoplognatha thoracica;1
EIDER;2017;Transect arthropode Session 2;Arachnida;Enoplognatha thoracica;1
WWF;2017;Transect arthropode Session 1;Arachnida;Enoplognatha ovata;1
GTMBA;2017;Transect arthropode Session 1;Arachnida;Enoplognatha ovata;1
CHAVIN;2017;Transect arthropode Session 2;Arachnida;Enoplognatha ovata;1
MOZIN_SANS_GESTION;2018;Transect arthropode Session 2;Arachnida;Enoplognatha ovata;1
ECOBIO_PRAIRIE;2017;Transect arthropode Session 1;Arachnida;Enoplognatha mordax;1
ECOBIO_PRAIRIE;2017;Transect arthropode Session 2;Arachnida;Enoplognatha latimana;1
EIDER;2017;Transect arthropode Session 1;Arachnida;Enoplognatha;1
ECOBIO_PRAIRIE;2017;Transect arthropode Session 1;Arachnida;Enoplognatha;1
MOZIN_SANS_GESTION;2017;Transect arthropode Session 1;Arachnida;Enoplognatha;1
FONTA;2019;Transect arthropodes P2;Araneae;Enoplognatha;1
GTMBA;2018;Transect arthropode Session 1;Odonata;Enallagma;1
FAUTEM;2017;Transect arthropode Session 2;Heteroptera;Empicoris;1
MECHO;2017;Transect arthropode Session 1;Heteroptera;Emblethis verbasci;1
MOZIN_SANS_GESTION;2017;Transect arthropode Session 1;Heteroptera;Emblethis griseus;1
PULMA;2019;Transect arthropodes P2;Hétéroptères;Emblethis griseus;1
CHAVIN;2017;Transect arthropode Session 1;Heteroptera;Emblethis;1
MECHO;2017;Transect arthropode Session 2;Heteroptera;Emblethis;1
ROROL;2018;Transect arthropode Session 1;Heteroptera;Emblethis;1
GTMBA;2018;Transect arthropode Session 2;Heteroptera;Emblethis;1
MOZIN_AVEC_GESTION;2019;Transect arthropodes P1;Hétéroptères;Emblethis;1
WWF;2019;Transect arthropodes P1;Hétéroptères;Emblethis;1
FONTA;2018;Transect arthropode Session 1;Homoptera;Elymana sulphurella;1
PULMA;2019;Transect arthropodes P1;Hyménoptères;Elampus panzeri;1
EIDER;2019;Transect arthropodes P2;Hyménoptères;Elampus panzeri;1
ALBAR;2019;Transect arthropodes P1;Psocoptère;Ectopsocus petersi;1
EIDER;2017;Transect arthropode Session 1;Blattoptera;Ectobius vinzi;1
PAREX;2017;Transect arthropode Session 1;Blattoptera;Ectobius vinzi;1
ABRON;2017;Transect arthropode Session 2;Blattoptera;Ectobius vinzi;1
WWF;2018;Transect arthropode Session 1;Blattoptera;Ectobius vinzi;1
GOOPL;2018;Transect arthropode Session 1;Blattoptera;Ectobius vinzi;1
GOOPL;2018;Transect arthropode Session 2;Blattoptera;Ectobius vinzi;1
AMROU;2019;Transect arthropodes P1;Blattoptères;Ectobius vinzi;1
CD93;2019;Transect arthropodes P1;Dictyoptères;Ectobius vinzi;1
GRENEL;2019;Transect arthropodes P1;Dictyoptères;Ectobius vinzi;1
PAREX;2019;Transect arthropodes P1;Blattoptères;Ectobius vinzi;1
CIROB;2019;Transect arthropodes P2;Dictyoptères;Ectobius vinzi;1
GOOPL;2019;Transect arthropodes P2;Blattoptères;Ectobius vinzi;1
WWF;2017;Transect arthropode Session 1;Blattoptera;Ectobius;1
AMROU;2017;Transect arthropode Session 2;Blattoptera;Ectobius;1
EIDER;2018;Transect arthropode Session 1;Blattoptera;Ectobius;1
AMROU;2018;Transect arthropode Session 1;Blattoptera;Ectobius;1
LUAUB;2018;Transect arthropode Session 1;Blattoptera;Ectobius;1
PAREX;2018;Transect arthropode Session 1;Blattoptera;Ectobius;1
GTMBA;2018;Transect arthropode Session 1;Blattoptera;Ectobius;1
PAREX;2018;Transect arthropode Session 2;Blattoptera;Ectobius;1
RUWAT;2018;Transect arthropode Session 1;Hymenoptera;Ectemnius;1
CHAVIN;2018;Plaques;Arachnida;Dysdera;1
CIROB;2018;Transect arthropode Session 2;Arachnida;Dysdera;1
ABRON;2017;Transect arthropode Session 1;Diptera;Drosophila;1
ECOBIO_PRAIRIE;2017;Transect arthropode Session 1;Heteroptera;Dolycoris baccarum;1
MOZIN_SANS_GESTION;2017;Transect arthropode Session 1;Heteroptera;Dolycoris baccarum;1
CIROB;2017;Transect arthropode Session 1;Heteroptera;Dolycoris baccarum;1
GTMBA;2017;Transect arthropode Session 1;Heteroptera;Dolycoris baccarum;1
MOZIN_AVEC_GESTION;2018;Transect arthropode Session 1;Heteroptera;Dolycoris baccarum;1
MOZIN_AVEC_GESTION;2019;Transect arthropodes P1;Hétéroptères;Dolychoris baccarum;1
MOZIN_AVEC_GESTION;2019;Transect arthropodes P1;Hétéroptères;Dolychoris baccarum;1
EIDER;2018;Transect arthropode Session 2;Diptera;Dolichopus;1
KELLER;2019;Transect arthropodes P1;Diptères;Dioxyna bidentis;1
CD93;2019;Transect arthropodes P1;Diptères;Dioctria hyalipennis;1
FAUTEM;2017;Transect arthropode Session 1;Heteroptera;Dicyphus;1
OLSER;2017;Transect arthropode Session 2;Heteroptera;Dicyphus;1
EIDER;2018;Transect arthropode Session 1;Heteroptera;Dicyphus;1
FRANK;2018;Transect arthropode Session 1;Heteroptera;Dicyphus;1
MOZIN_SANS_GESTION;2018;Transect arthropode Session 2;Heteroptera;Dicyphus;1
EIDER;2019;Transect arthropodes P2;Hétéroptères;Dicyphus;1
MECHO;2018;Transect arthropode Session 1;Heteroptera;Dictyla echii;1
ECOBIO_PRAIRIE;2018;Transect arthropode Session 2;Homoptera;Dicranotropis hamata;1
EIDER;2019;Transect arthropodes P1;Homoptères;Dicranotropis hamata;1
FAUTEM;2018;Transect arthropode Session 1;Coleoptera;Dermestes;1
WWF;2018;Transect arthropode Session 1;Heteroptera;Deraeocoris ruber;1
GOOPL;2019;Transect arthropodes P2;Hétéroptères;Deraeocoris ruber;1
ECOBIO_BOIS;2017;Transect arthropode Session 2;Coleoptera;Demetrias atricapillus;1
FAUTEM;2018;Transect arthropode Session 1;Diptera;Delia platura;1
RUWAT;2018;Transect arthropode Session 1;Diptera;Delia platura;1
AMROU;2018;Transect arthropode Session 1;Diptera;Delia platura;1
FONTA;2018;Transect arthropode Session 1;Diptera;Delia platura;1
GTMBA;2018;Transect arthropode Session 1;Diptera;Delia platura;1
MECHO;2018;Transect arthropode Session 1;Diptera;Delia platura;1
FRANK;2018;Transect arthropode Session 1;Diptera;Delia platura;1
FRANK;2019;Transect arthropodes P1;Diptères;Delia platura;1
GTMBA;2017;Transect arthropode Session 1;Diptera;Delia;1
ROROL;2017;Transect arthropode Session 1;Coleoptera;Dasytes croceipes;1
FAUTEM;2019;Transect arthropodes P1;Coléoptères;Dasytes croceipes;1
KELLER;2019;Transect arthropodes P1;Coléoptères;Dasytes croceipes;1
SIBUET;2019;Transect arthropodes P1;Coléoptères;Dasytes croceipes;1
PROMA;2019;Transect arthropodes P2;Diptères;Dasysyrphus;1
KELLER;2019;Transect arthropodes P2;Hyménoptères;Cynips;1
KELLER;2019;Transect arthropodes P1;Diplopodes;Cylindroiulus caeruleocinctus ;1
FAUTEM;2019;Transect arthropodes P2;Polydesmida;Cylindroiulus caeruleocinctus ;1
PULMA;2018;Transect arthropode Session 1;Diplopoda;Cylindroiulus caeruleocinctus;1
BOUHOP;2017;Plaques;Diplopoda;Cylindroiulus;1
GOOPL;2017;Plaques;Diplopoda;Cylindroiulus;1
ANTHEU;2018;Transect arthropode Session 1;Diplopoda;Cylindroiulus;1
CD93;2018;Transect arthropode Session 1;Diplopoda;Cylindroiulus;1
FAUTEM;2018;Plaques;Diplopoda;Cylindroiulus;1
WWF;2018;Transect arthropode Session 2;Diplopoda;Cylindroiulus;1
AMROU;2018;Transect arthropode Session 2;Diplopoda;Cylindroiulus;1
GRENEL;2018;Transect arthropode Session 2;Hymenoptera;Cyanopterus;1
MECHO;2018;Transect arthropode Session 2;Hymenoptera;Cyanopterus;1
CARON;2019;Transect arthropodes P2;Coléoptères;Curculio elephas;1
ECOBIO_BOIS;2018;Transect arthropode Session 2;Diptera;Culex;1
PULMA;2017;Plaques;Hymenoptera;Cryptopone ochracea;1
CIROB;2017;Transect arthropode Session 1;Coleoptera;Cryptocephalus vittatus;1
CIROB;2018;Transect arthropode Session 1;Coleoptera;Cryptocephalus vittatus;1
GTMBA;2019;Transect arthropodes P2;Coléoptères;Cryptocephalus vittatus;1
GTMBA;2017;Transect arthropode Session 2;Coleoptera;Cryptocephalus pygmaeus;1
CHAVIN;2017;Transect arthropode Session 1;Coleoptera;Cryptocephalus pusillus;1
GTMBA;2017;Transect arthropode Session 2;Coleoptera;Cryptocephalus pusillus;1
PAREX;2019;Transect arthropodes P1;Coléoptères;Cryptocephalus pusillus;1
GTMBA;2019;Transect arthropodes P1;Coléoptères;Cryptocephalus moraei;1
GTMBA;2018;Transect arthropode Session 1;Coleoptera;Cryptocephalus;1
GTMBA;2018;Transect arthropode Session 2;Coleoptera;Cryptocephalus;1
PAREX;2017;Transect arthropode Session 2;Arachnida;Crustilina;1
MECHO;2019;Transect arthropodes P1;Diptères;Cricotopus;1
GTMBA;2018;Transect arthropode Session 1;Heteroptera;Corythucha ciliata;1
ALBAR;2018;Plaques;Heteroptera;Corythucha ciliata;1
BOUTOU;2019;Transect arthropodes P1;Coléoptères;Corticarina;1
FONTA;2017;Transect arthropode Session 1;Mollusca;Cornu aspersum;1
EIDER;2017;Hors protocole;Mollusca;Cornu aspersum;1
OLSER;2017;Transect arthropode Session 1;Mollusca;Cornu aspersum;1
PERIS;2017;Transect arthropode Session 1;Mollusca;Cornu aspersum;1
BOUHOP;2017;Transect arthropode Session 1;Mollusca;Cornu aspersum;1
BOUCHA;2017;Transect arthropode Session 1;Mollusca;Cornu aspersum;1
CIROB;2017;Transect arthropode Session 1;Mollusca;Cornu aspersum;1
GTMBA;2017;Transect arthropode Session 2;Mollusca;Cornu aspersum;1
CIROB;2018;Transect arthropode Session 2;Mollusca;Cornu aspersum;1
MOZIN_AVEC_GESTION;2018;Transect arthropode Session 2;Mollusca;Cornu aspersum;1
MOZIN_SANS_GESTION;2018;Transect arthropode Session 2;Mollusca;Cornu aspersum;1
CIROB;2018;Transect arthropode Session 2;Heteroptera;Corizus hyoscyami hyoscyami;1
GTMBA;2017;Transect arthropode Session 1;Heteroptera;Corizus hyoscyami;1
FRANK;2017;Transect arthropode Session 2;Heteroptera;Corizus hyoscyami;1
OLSER;2017;Transect arthropode Session 2;Heteroptera;Corizus hyoscyami;1
SIBUET;2018;Transect arthropode Session 1;Heteroptera;Corizus hyoscyami;1
CIMOD;2017;Transect arthropode Session 1;Heteroptera;Coriomeris denticulatus;1
GOOPL;2017;Transect arthropode Session 1;Heteroptera;Coriomeris denticulatus;1
FRANK;2017;Transect arthropode Session 2;Heteroptera;Coriomeris denticulatus;1
CHAVIN;2017;Transect arthropode Session 2;Heteroptera;Coriomeris denticulatus;1
EIDER;2017;Transect arthropode Session 1;Heteroptera;Coriomeris affinis;1
EIDER;2018;Transect arthropode Session 1;Heteroptera;Coriomeris;1
CD93;2018;Transect arthropode Session 1;Heteroptera;Coriomeris;1
CIROB;2018;Transect arthropode Session 1;Heteroptera;Coriomeris;1
SEINE;2018;Transect arthropode Session 1;Orthoptera;Conocephalus fuscus;1
GRENEL;2018;Transect arthropode Session 1;Orthoptera;Conocephalus fuscus;1
AMROU;2018;Transect arthropode Session 1;Hymenoptera;Coelioxys quadridentata;1
CHAVIN;2018;Transect arthropode Session 2;Hymenoptera;Coelioxys;1
PULMA;2017;Transect arthropode Session 1;Mollusca;Cochlicopa lubrica;1
BOUHOP;2017;Transect arthropode Session 2;Mollusca;Cochlicopa lubrica;1
BOUHOP;2017;Transect arthropode Session 2;Mollusca;Cochlicopa lubrica;1
OLSER;2017;Transect arthropode Session 1;Coleoptera;Coccinella septempunctata;1
OLSER;2017;Transect arthropode Session 1;Coleoptera;Coccinella septempunctata;1
ALBAR;2017;Transect arthropode Session 1;Coleoptera;Coccinella septempunctata;1
AMROU;2017;Transect arthropode Session 1;Coleoptera;Coccinella septempunctata;1
RUWAT;2018;Transect arthropode Session 1;Coleoptera;Coccinella septempunctata;1
EIDER;2018;Transect arthropode Session 1;Coleoptera;Coccinella septempunctata;1
ROROL;2018;Transect arthropode Session 1;Coleoptera;Coccinella septempunctata;1
MOZIN_SANS_GESTION;2018;Transect arthropode Session 1;Coleoptera;Coccinella septempunctata;1
AMROU;2018;Transect arthropode Session 1;Coleoptera;Coccinella septempunctata;1
ALBAR;2018;Transect arthropode Session 1;Coleoptera;Coccinella septempunctata;1
PROMA;2018;Transect arthropode Session 1;Coleoptera;Coccinella septempunctata;1
MECHO;2018;Transect arthropode Session 1;Coleoptera;Coccinella septempunctata;1
SEINE;2018;Transect arthropode Session 1;Coleoptera;Coccinella septempunctata;1
FRANK;2018;Transect arthropode Session 1;Coleoptera;Coccinella septempunctata;1
ROROL;2018;Transect arthropode Session 2;Coleoptera;Coccinella septempunctata;1
GOOPL;2018;Transect arthropode Session 2;Coleoptera;Coccinella septempunctata;1
CHAVIN;2018;Transect arthropode Session 2;Coleoptera;Coccinella septempunctata;1
ALBAR;2019;Transect arthropodes P1;Coléoptères;Coccinella septempunctata;1
CARON;2019;Transect arthropodes P1;Coléoptères;Coccinella septempunctata;1
FRANK;2019;Transect arthropodes P1;Coléoptères;Coccinella septempunctata;1
GTMBA WILD;2019;Transect arthropodes P1;Coléoptères;Coccinella septempunctata;1
GTMBA;2019;Transect arthropodes P2;Coléoptères;Coccinella septempunctata;1
MECHO;2019;Transect arthropodes P2;Coléoptères;Coccinella septempunctata;1
WWF;2019;Transect arthropodes P2;Coléoptères;Coccinella septempunctata;1
MECHO;2018;Transect arthropode Session 2;Arachnida;Clubiona;1
ECOBIO_BOIS;2019;Transect arthropodes P2;Coléoptères;Clitostethus arcuatus;1
SEINE;2018;Transect arthropode Session 1;Coleoptera;Clanoptilus elegans;1
GRENEL;2018;Transect arthropode Session 1;Coleoptera;Clanoptilus elegans;1
SEINE;2019;Transect arthropodes P1;Coléoptères;Clanoptilus elegans;1
ABRON;2017;Transect arthropode Session 1;Homoptera;Circulifer haematoceps;1
FAUTEM;2019;Transect arthropodes P1;Diptères;Chrysopilus nubecula;1
FAUTEM;2019;Transect arthropodes P1;Diptères;Chrysopilus ;1
ECOBIO_PRAIRIE;2017;Transect arthropode Session 1;Nevroptera;Chrysoperla;1
PAREX;2017;Transect arthropode Session 1;Nevroptera;Chrysoperla;1
CIROB;2017;Transect arthropode Session 2;Nevroptera;Chrysoperla;1
MOZIN_SANS_GESTION;2017;Plaques;Nevroptera;Chrysoperla;1
FAUTEM;2017;Transect arthropode Session 2;Nevroptera;Chrysoperla;1
GOOPL;2017;Transect arthropode Session 2;Nevroptera;Chrysoperla;1
OLSER;2017;Transect arthropode Session 2;Nevroptera;Chrysoperla;1
ECOBIO_BOIS;2018;Transect arthropode Session 2;Nevroptera;Chrysoperla;1
ECOBIO_PRAIRIE;2018;Transect arthropode Session 2;Nevroptera;Chrysoperla;1
MOZIN_SANS_GESTION;2018;Transect arthropode Session 2;Nevroptera;Chrysoperla;1
ECOBIO_BOIS;2019;Transect arthropodes P1;Neuroptère;Chrysoperla;1
MOZIN_SANS_GESTION;2019;Transect arthropodes P1;Neuroptère;Chrysoperla;1
CD93;2019;Transect arthropodes P2;Neuroptère;Chrysoperla;1
OLSER;2017;Transect arthropode Session 1;Coleoptera;Chrysolina americana;1
GTMBA;2018;Transect arthropode Session 1;Coleoptera;Chrysolina americana;1
BOUTOU;2018;Transect arthropode Session 2;Coleoptera;Chrysolina americana;1
PROMA;2019;Transect arthropodes P2;Diptères;Chrysogaster;1
CARON;2018;Transect arthropode Session 1;Hymenoptera;Chrysis;1
ECOBIO_PRAIRIE;2018;Transect arthropode Session 1;Hymenoptera;Chrysis;1
CIROB;2018;Transect arthropode Session 1;Hymenoptera;Chrysis;1
GTMBA;2019;Transect arthropodes P2;Orthoptères;Chortippus brunneus;1
CHAVIN;2019;Transect arthropodes P1;Orthoptères;Chortippus;1
GRENEL;2019;Transect arthropodes P1;Orthoptères;Chortippus;1
GTMBA;2018;Transect arthropode Session 2;Orthoptera;Chorthippus dorsatus;1
RUWAT;2017;Transect arthropode Session 1;Orthoptera;Chorthippus brunneus;1
WWF;2017;Transect arthropode Session 1;Orthoptera;Chorthippus brunneus;1
CIROB;2017;Transect arthropode Session 1;Orthoptera;Chorthippus brunneus;1
CIROB;2017;Transect arthropode Session 1;Orthoptera;Chorthippus brunneus;1
CHAVIN;2017;Transect arthropode Session 2;Orthoptera;Chorthippus brunneus;1
ECOBIO_PRAIRIE;2018;Transect arthropode Session 1;Orthoptera;Chorthippus brunneus;1
SEINE;2018;Transect arthropode Session 1;Orthoptera;Chorthippus brunneus;1
GOOPL;2018;Transect arthropode Session 2;Orthoptera;Chorthippus brunneus;1
CIROB;2018;Transect arthropode Session 2;Orthoptera;Chorthippus brunneus;1
RUWAT;2017;Transect arthropode Session 1;Orthoptera;Chorthippus biguttulus;1
CIROB;2017;Transect arthropode Session 1;Orthoptera;Chorthippus biguttulus;1
CIROB;2017;Transect arthropode Session 1;Orthoptera;Chorthippus biguttulus;1
CHAVIN;2018;Transect arthropode Session 2;Orthoptera;Chorthippus biguttulus;1
CIROB;2018;Transect arthropode Session 2;Orthoptera;Chorthippus biguttulus;1
FRANK;2018;Transect arthropode Session 2;Orthoptera;Chorthippus biguttulus;1
MOZIN_AVEC_GESTION;2018;Transect arthropode Session 2;Orthoptera;Chorthippus biguttulus;1
MOZIN_SANS_GESTION;2018;Transect arthropode Session 2;Orthoptera;Chorthippus biguttulus;1
RUWATT;2019;Transect arthropodes P2;Orthoptères;Chorthippus biguttulus;1
PAREX;2017;Transect arthropode Session 1;Orthoptera;Chorthippus;1
RUWAT;2018;Transect arthropode Session 1;Orthoptera;Chorthippus;1
EIDER;2018;Transect arthropode Session 1;Orthoptera;Chorthippus;1
ROROL;2018;Transect arthropode Session 1;Orthoptera;Chorthippus;1
ROROL;2018;Transect arthropode Session 1;Orthoptera;Chorthippus;1
BOUTOU;2018;Transect arthropode Session 1;Orthoptera;Chorthippus;1
MECHO;2018;Transect arthropode Session 1;Orthoptera;Chorthippus;1
WWF;2018;Transect arthropode Session 1;Orthoptera;Chorthippus;1
GOOPL;2018;Transect arthropode Session 1;Orthoptera;Chorthippus;1
OLSER;2018;Transect arthropode Session 1;Orthoptera;Chorthippus;1
RUWAT;2018;Transect arthropode Session 2;Orthoptera;Chorthippus;1
PAREX;2019;Transect arthropodes P1;Orthoptères;Chorthippus;1
BOUTOU;2019;Transect arthropodes P2;Orthoptères;Chorthippus;1
FRANK;2019;Transect arthropodes P2;Orthoptères;Chorthippus;1
KELLER;2019;Transect arthropodes P2;Orthoptères;Chorthippus;1
SEINE;2019;Transect arthropodes P1;Diptères;Chlroromyia formosa;1
EIDER;2017;Transect arthropode Session 1;Diptera;Chloromyia formosa;1
MOZIN_AVEC_GESTION;2018;Transect arthropode Session 1;Diptera;Chloromyia formosa;1
GRENEL;2018;Transect arthropode Session 1;Diptera;Chloromyia formosa;1
ALBAR;2019;Transect arthropodes P1;Diptères;Chloromyia formosa;1
FRANK;2019;Transect arthropodes P1;Diptères;Chloromyia formosa;1
PROMA;2019;Transect arthropodes P1;Diptères;Chloromyia formosa;1
MOZIN_AVEC_GESTION;2019;Transect arthropodes P2;Diptères;Chloromyia formosa;1
AMROU;2019;Transect arthropodes P2;Hétéroptères;Chlamydatus saltitans;1
PULMA;2017;Transect arthropode Session 2;Heteroptera;Chlamydatus pullus;1
MUENT;2018;Transect arthropode Session 1;Heteroptera;Chlamydatus pullus;1
ANTHEU;2018;Transect arthropode Session 1;Heteroptera;Chlamydatus pullus;1
BOUTOU;2018;Transect arthropode Session 1;Heteroptera;Chlamydatus pullus;1
PULMA;2018;Transect arthropode Session 1;Heteroptera;Chlamydatus pullus;1
FAUTEM;2018;Transect arthropode Session 2;Heteroptera;Chlamydatus pullus;1
CHAVIN;2018;Transect arthropode Session 2;Heteroptera;Chlamydatus pullus;1
MOZIN_AVEC_GESTION;2018;Transect arthropode Session 2;Heteroptera;Chlamydatus pullus;1
MOZIN_AVEC_GESTION;2019;Transect arthropodes P1;Hétéroptères;Chlamydatus pullus;1
OLSER;2019;Transect arthropodes P1;Hétéroptères;Chlamydatus pullus;1
ROROLL;2019;Transect arthropodes P1;Hétéroptères;Chlamydatus pullus;1
ALBAR;2019;Transect arthropodes P2;Hétéroptères;Chlamydatus pullus;1
LUAUB;2019;Transect arthropodes P2;Hétéroptères;Chlamydatus pullus;1
PAREX;2019;Transect arthropodes P2;Hétéroptères;Chlamydatus pullus;1
AMROU;2017;Transect arthropode Session 1;Heteroptera;Chlamydatus evanescens;1
MUENT;2017;Transect arthropode Session 1;Heteroptera;Chlamydatus evanescens;1
ROROL;2017;Plaques;Heteroptera;Chlamydatus evanescens;1
ROROL;2017;Transect arthropode Session 2;Heteroptera;Chlamydatus evanescens;1
PROMA;2017;Transect arthropode Session 2;Heteroptera;Chlamydatus evanescens;1
SIBUET;2017;Transect arthropode Session 2;Heteroptera;Chlamydatus evanescens;1
PULMA;2017;Transect arthropode Session 2;Heteroptera;Chlamydatus evanescens;1
CIMOD;2018;Transect arthropode Session 1;Heteroptera;Chlamydatus evanescens;1
EIDER;2018;Transect arthropode Session 1;Heteroptera;Chlamydatus evanescens;1
LUAUB;2018;Transect arthropode Session 1;Heteroptera;Chlamydatus evanescens;1
PAREX;2018;Transect arthropode Session 1;Heteroptera;Chlamydatus evanescens;1
MECHO;2018;Transect arthropode Session 1;Heteroptera;Chlamydatus evanescens;1
PULMA;2018;Transect arthropode Session 1;Heteroptera;Chlamydatus evanescens;1
PAREX;2018;Transect arthropode Session 2;Heteroptera;Chlamydatus evanescens;1
MECHO;2018;Transect arthropode Session 2;Heteroptera;Chlamydatus evanescens;1
FAUTEM;2019;Transect arthropodes P2;Hétéroptères;Chlamydatus evanescens;1
MECHO;2017;Transect arthropode Session 1;Heteroptera;Chlamydatus;1
ECOBIO_BOIS;2019;Transect arthropodes P1;Hétéroptères;Chlamydatus;1
ROROLL;2019;Transect arthropodes P1;Hétéroptères;Chlamydatus;1
GOOPL;2019;Transect arthropodes P2;Hétéroptères;Chlamydatus;1
PERIS;2019;Transect arthropodes P2;Hétéroptères;Chlamydatus;1
GRENEL;2018;Transect arthropode Session 2;Hymenoptera;Chelonus;1
PAREX;2017;Transect arthropode Session 2;Arachnida;Cheiracanthium;1
CIROB;2018;Transect arthropode Session 2;Arachnida;Cheiracanthium;1
PULMA;2018;Transect arthropode Session 1;Diptera;Cheilosia pagana;1
ROROL;2017;Transect arthropode Session 1;Arachnida;Chalcoscirtus infimus;1
SIBUET;2018;Transect arthropode Session 1;Arachnida;Chalcoscirtus infimus;1
GTMBA;2019;Transect arthropodes P1;Coléoptères;Ceutorhynchus;1
SIBUET;2018;Transect arthropode Session 2;Coleoptera;Cetonia aurata;1
EIDER;2017;Transect arthropode Session 1;Mollusca;Cernuella aginnica;1
MECHO;2018;Transect arthropode Session 2;Coleoptera;Ceratomegilla undecimnotata;1
GOOPL;2019;Transect arthropodes P2;Hétéroptères;Ceraleptus lividus;1
LUAUB;2017;Transect arthropode Session 1;Mollusca;Cepaea nemoralis;1
BOUHOP;2017;Transect arthropode Session 1;Mollusca;Cepaea;1
FAUTEM;2019;Transect arthropodes P1;Coléoptères;Cartodere bifasciata;1
MOZIN_SANS_GESTION;2018;Transect arthropode Session 2;Heteroptera;Carpocoris purpureipennis;1
GOOPL;2019;Transect arthropodes P1;Coléoptères;Cantharis rustica;1
EIDER;2017;Transect arthropode Session 1;Mollusca;Candidula intersecta;1
AMROU;2017;Transect arthropode Session 1;Mollusca;Candidula intersecta;1
RUWAT;2017;Transect arthropode Session 1;Mollusca;Candidula intersecta;1
GOOPL;2017;Transect arthropode Session 1;Mollusca;Candidula intersecta;1
WWF;2017;Transect arthropode Session 1;Mollusca;Candidula intersecta;1
MOZIN_SANS_GESTION;2017;Transect arthropode Session 1;Mollusca;Candidula intersecta;1
CHAVIN;2017;Plaques;Mollusca;Candidula intersecta;1
GOOPL;2017;Transect arthropode Session 2;Mollusca;Candidula intersecta;1
RUWAT;2017;Transect arthropode Session 2;Mollusca;Candidula intersecta;1
OLSER;2017;Transect arthropode Session 2;Mollusca;Candidula;1
ECOBIO_BOIS;2018;Transect arthropode Session 1;Heteroptera;Campyloneura virgula;1
ECOBIO_BOIS;2018;Transect arthropode Session 2;Heteroptera;Campyloneura virgula;1
ECOBIO_PRAIRIE;2018;Transect arthropode Session 2;Heteroptera;Campyloneura virgula;1
ECOBIO_BOIS;2019;Transect arthropodes P1;Hétéroptères;Campyloneura virgula;1
CHAVIN;2017;Transect arthropode Session 1;Heteroptera;Camptopus lateralis;1
FRANK;2017;Transect arthropode Session 2;Heteroptera;Camptopus lateralis;1
MOZIN_AVEC_GESTION;2018;Transect arthropode Session 1;Heteroptera;Camptopus lateralis;1
OLSER;2017;Transect arthropode Session 1;Lepidoptera;Camptogramma bilineata;1
OLSER;2017;Transect arthropode Session 1;Lepidoptera;Camptogramma bilineata;1
FRANK;2019;Transect arthropodes P1;Diptères;Campiglossa;1
ECOBIO_PRAIRIE;2018;Transect arthropode Session 2;Diptera;Camarota curvipennis;1
PERIS;2018;Transect arthropode Session 2;Diptera;Camarota curvipennis;1
WWF;2018;Transect arthropode Session 2;Diptera;Camarota curvipennis;1
AMROU;2018;Transect arthropode Session 2;Diptera;Camarota curvipennis;1
PROMA;2018;Transect arthropode Session 2;Diptera;Camarota curvipennis;1
